年,月,供應商,材料名稱,數量,單位,金額,資料來源,備註,項目,據點,用電量(kWh),T&D損失比例(%),上游燃料排放估比(gCO2e/kWh),運輸類型,運具,距離(km),重量(kg),裝載率(%),廢棄物類別,數量(kg),處理方式,交通工具,夜宿(晚),交通方式,通勤人數,每人每日單趟距離(km),每月上班天數
2024,8,華亞材料股份有限公司15,材料-5,324.0,kg,1037.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,9,華亞材料股份有限公司15,材料-5,755.5,kg,2418.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,10,華亞材料股份有限公司15,材料-5,345.5,kg,1106.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,11,華亞材料股份有限公司15,材料-5,368.4,kg,1179.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,12,華亞材料股份有限公司15,材料-5,720.4,kg,2305.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,1,華亞材料股份有限公司16,材料-1,848.6,kg,2716.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,2,華亞材料股份有限公司16,材料-1,359.4,kg,1150.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,3,華亞材料股份有限公司16,材料-1,455.8,kg,1459.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,4,華亞材料股份有限公司16,材料-1,541.0,kg,1731.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,5,華亞材料股份有限公司16,材料-1,707.4,kg,2264.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,6,華亞材料股份有限公司16,材料-1,381.6,kg,1221.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,7,華亞材料股份有限公司16,材料-1,470.6,kg,1506.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,8,華亞材料股份有限公司16,材料-1,593.3,kg,1898.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,9,華亞材料股份有限公司16,材料-1,552.2,kg,1767.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,10,華亞材料股份有限公司16,材料-1,454.9,kg,1456.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,11,華亞材料股份有限公司16,材料-1,483.9,kg,1549.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,12,華亞材料股份有限公司16,材料-1,335.0,kg,1072.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,1,華亞材料股份有限公司17,材料-2,471.4,kg,1509.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,2,華亞材料股份有限公司17,材料-2,468.0,kg,1498.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,3,華亞材料股份有限公司17,材料-2,527.9,kg,1689.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,4,華亞材料股份有限公司17,材料-2,433.4,kg,1387.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,5,華亞材料股份有限公司17,材料-2,556.6,kg,1781.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,6,華亞材料股份有限公司17,材料-2,621.5,kg,1989.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,7,華亞材料股份有限公司17,材料-2,518.7,kg,1660.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,8,華亞材料股份有限公司17,材料-2,542.2,kg,1735.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,9,華亞材料股份有限公司17,材料-2,506.4,kg,1620.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,10,華亞材料股份有限公司17,材料-2,500.0,kg,1600.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,11,華亞材料股份有限公司17,材料-2,413.4,kg,1323.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,12,華亞材料股份有限公司17,材料-2,538.0,kg,1722.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,1,華亞材料股份有限公司18,材料-3,488.3,kg,1563.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,2,華亞材料股份有限公司18,材料-3,751.2,kg,2404.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,3,華亞材料股份有限公司18,材料-3,688.8,kg,2204.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,4,華亞材料股份有限公司18,材料-3,546.3,kg,1748.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,5,華亞材料股份有限公司18,材料-3,408.4,kg,1307.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,6,華亞材料股份有限公司18,材料-3,366.5,kg,1173.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,7,華亞材料股份有限公司18,材料-3,642.9,kg,2057.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,8,華亞材料股份有限公司18,材料-3,531.5,kg,1701.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,9,華亞材料股份有限公司18,材料-3,557.6,kg,1784.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,10,華亞材料股份有限公司18,材料-3,290.6,kg,930.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,11,華亞材料股份有限公司18,材料-3,611.3,kg,1956.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,12,華亞材料股份有限公司18,材料-3,554.5,kg,1774.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,1,華亞材料股份有限公司19,材料-4,366.7,kg,1174.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,2,華亞材料股份有限公司19,材料-4,443.4,kg,1419.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,3,華亞材料股份有限公司19,材料-4,531.6,kg,1701.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,4,華亞材料股份有限公司19,材料-4,506.3,kg,1620.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,5,華亞材料股份有限公司19,材料-4,464.9,kg,1488.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,6,華亞材料股份有限公司19,材料-4,487.6,kg,1560.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,7,華亞材料股份有限公司19,材料-4,469.8,kg,1503.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,8,華亞材料股份有限公司19,材料-4,518.3,kg,1659.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,9,華亞材料股份有限公司19,材料-4,676.6,kg,2165.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,10,華亞材料股份有限公司19,材料-4,192.0,kg,614.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,11,華亞材料股份有限公司19,材料-4,471.6,kg,1509.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,12,華亞材料股份有限公司19,材料-4,521.2,kg,1668.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,1,華亞材料股份有限公司20,材料-5,535.5,kg,1714.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,2,華亞材料股份有限公司20,材料-5,455.4,kg,1457.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,3,華亞材料股份有限公司20,材料-5,289.2,kg,925.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,4,華亞材料股份有限公司20,材料-5,539.4,kg,1726.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,5,華亞材料股份有限公司20,材料-5,707.3,kg,2263.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,6,華亞材料股份有限公司20,材料-5,315.9,kg,1011.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,7,華亞材料股份有限公司20,材料-5,603.7,kg,1932.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,8,華亞材料股份有限公司20,材料-5,460.6,kg,1474.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,9,華亞材料股份有限公司20,材料-5,492.6,kg,1576.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,10,華亞材料股份有限公司20,材料-5,373.7,kg,1196.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,11,華亞材料股份有限公司20,材料-5,459.9,kg,1472.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,12,華亞材料股份有限公司20,材料-5,656.0,kg,2099.0,採購/驗收單,模擬資料（依供應商數量估算）,,,,,,,,,,,,,,,,,,,
2024,1,,,,,710498.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,2,,,,,871845.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,3,,,,,838698.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,4,,,,,113597.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,5,,,,,573382.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,6,,,,,787288.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,7,,,,,710847.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,8,,,,,861776.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,9,,,,,1082371.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,10,,,,,719616.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,11,,,,,535586.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,12,,,,,881213.0,財務-資本化明細(假設),模擬資料,機台/模具,,,,,,,,,,,,,,,,,,
2024,1,,,,,,電網資料/假設,模擬資料,,本社廠,36745.35,6.0,80.0,,,,,,,,,,,,,,
2024,2,,,,,,電網資料/假設,模擬資料,,本社廠,46609.61,6.0,80.0,,,,,,,,,,,,,,
2024,3,,,,,,電網資料/假設,模擬資料,,本社廠,36410.99,6.0,80.0,,,,,,,,,,,,,,
2024,4,,,,,,電網資料/假設,模擬資料,,本社廠,45808.58,6.0,80.0,,,,,,,,,,,,,,
2024,5,,,,,,電網資料/假設,模擬資料,,本社廠,32427.17,6.0,80.0,,,,,,,,,,,,,,
2024,6,,,,,,電網資料/假設,模擬資料,,本社廠,37931.84,6.0,80.0,,,,,,,,,,,,,,
2024,7,,,,,,電網資料/假設,模擬資料,,本社廠,38742.15,6.0,80.0,,,,,,,,,,,,,,
2024,8,,,,,,電網資料/假設,模擬資料,,本社廠,39046.25,6.0,80.0,,,,,,,,,,,,,,
2024,9,,,,,,電網資料/假設,模擬資料,,本社廠,38385.78,6.0,80.0,,,,,,,,,,,,,,
2024,10,,,,,,電網資料/假設,模擬資料,,本社廠,38288.25,6.0,80.0,,,,,,,,,,,,,,
2024,11,,,,,,電網資料/假設,模擬資料,,本社廠,33887.27,6.0,80.0,,,,,,,,,,,,,,
2024,12,,,,,,電網資料/假設,模擬資料,,本社廠,34456.01,6.0,80.0,,,,,,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,250.6,657.9,76.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,229.7,502.7,76.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,239.4,366.3,66.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,250.3,427.1,62.9,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,85.7,537.7,64.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,270.7,387.8,83.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,182.0,328.4,77.7,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,249.3,487.4,77.2,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,184.3,486.5,84.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,144.5,202.4,63.6,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,202.1,627.1,72.6,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,244.1,547.7,87.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,128.2,482.4,69.4,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,240.0,496.0,73.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,135.4,627.8,88.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,180.7,551.3,89.6,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,213.2,551.0,85.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,276.3,209.6,80.6,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,83.9,607.1,68.9,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,206.4,354.7,87.6,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,41.4,280.5,86.4,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,222.1,505.1,90.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,225.6,466.6,86.9,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,169.2,365.4,83.3,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,211.3,402.8,61.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,60.4,549.5,84.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,139.3,170.0,84.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,245.4,473.7,85.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,261.2,357.7,78.9,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,91.2,378.7,65.8,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,283.2,546.4,78.3,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,208.5,325.1,86.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,143.7,561.4,65.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,205.7,371.5,79.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,259.2,493.4,69.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,160.1,578.1,88.2,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,200.9,434.3,74.2,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,189.6,458.3,69.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,178.4,490.0,72.4,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,55.6,259.3,69.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,296.2,414.8,66.8,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,155.6,491.7,79.4,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,159.6,524.3,76.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,335.9,450.8,75.4,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,214.8,461.0,75.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,205.8,356.5,85.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,219.9,523.5,85.3,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,207.2,415.7,65.2,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,159.9,230.2,84.8,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,233.7,613.7,78.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,147.4,94.3,89.9,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,207.9,382.9,81.2,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,174.8,461.9,66.3,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,138.7,530.2,85.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,126.7,333.6,89.7,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,153.4,618.5,62.4,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,273.9,481.0,64.5,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,207.1,396.2,67.0,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,248.9,385.3,74.8,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,130.4,247.6,79.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,170.4,419.6,61.7,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,219.8,534.8,85.3,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,302.1,485.6,75.1,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,118.1,359.6,70.2,,,,,,,,,
2024,1,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,126.7,388.3,72.0,,,,,,,,,
